id,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,bentuk_kekerasan,jumlah_korban,satuan,tahun
253,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,FISIK,0,ORANG,2018
254,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,PSIKIS,1,ORANG,2018
255,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,SEKSUAL,0,ORANG,2018
256,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,EKSPLOITASI,0,ORANG,2018
257,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,TRAFFICKING,1,ORANG,2018
258,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,PENELANTARAN,0,ORANG,2018
259,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,LAINNYA,0,ORANG,2018
260,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,FISIK,0,ORANG,2018
261,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,PSIKIS,0,ORANG,2018
262,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,SEKSUAL,0,ORANG,2018
263,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,EKSPLOITASI,0,ORANG,2018
264,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,TRAFFICKING,0,ORANG,2018
265,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,PENELANTARAN,0,ORANG,2018
266,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,LAINNYA,0,ORANG,2018
267,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,FISIK,0,ORANG,2018
268,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,PSIKIS,0,ORANG,2018
269,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,SEKSUAL,0,ORANG,2018
270,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,EKSPLOITASI,0,ORANG,2018
271,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,TRAFFICKING,0,ORANG,2018
272,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,PENELANTARAN,0,ORANG,2018
273,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,LAINNYA,0,ORANG,2018
274,32,JAWA BARAT,3213,KABUPATEN SUBANG,FISIK,20,ORANG,2018
275,32,JAWA BARAT,3213,KABUPATEN SUBANG,PSIKIS,0,ORANG,2018
276,32,JAWA BARAT,3213,KABUPATEN SUBANG,SEKSUAL,37,ORANG,2018
277,32,JAWA BARAT,3213,KABUPATEN SUBANG,EKSPLOITASI,0,ORANG,2018
278,32,JAWA BARAT,3213,KABUPATEN SUBANG,TRAFFICKING,6,ORANG,2018
279,32,JAWA BARAT,3213,KABUPATEN SUBANG,PENELANTARAN,1,ORANG,2018
280,32,JAWA BARAT,3213,KABUPATEN SUBANG,LAINNYA,0,ORANG,2018
281,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,FISIK,0,ORANG,2018
282,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,PSIKIS,0,ORANG,2018
283,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,SEKSUAL,0,ORANG,2018
284,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,EKSPLOITASI,0,ORANG,2018
285,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,TRAFFICKING,0,ORANG,2018
286,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,PENELANTARAN,0,ORANG,2018
287,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,LAINNYA,0,ORANG,2018
288,32,JAWA BARAT,3215,KABUPATEN KARAWANG,FISIK,0,ORANG,2018
289,32,JAWA BARAT,3215,KABUPATEN KARAWANG,PSIKIS,1,ORANG,2018
290,32,JAWA BARAT,3215,KABUPATEN KARAWANG,SEKSUAL,1,ORANG,2018
291,32,JAWA BARAT,3215,KABUPATEN KARAWANG,EKSPLOITASI,0,ORANG,2018
292,32,JAWA BARAT,3215,KABUPATEN KARAWANG,TRAFFICKING,0,ORANG,2018
293,32,JAWA BARAT,3215,KABUPATEN KARAWANG,PENELANTARAN,0,ORANG,2018
294,32,JAWA BARAT,3215,KABUPATEN KARAWANG,LAINNYA,0,ORANG,2018
295,32,JAWA BARAT,3216,KABUPATEN BEKASI,FISIK,1,ORANG,2018
296,32,JAWA BARAT,3216,KABUPATEN BEKASI,PSIKIS,2,ORANG,2018
297,32,JAWA BARAT,3216,KABUPATEN BEKASI,SEKSUAL,0,ORANG,2018
298,32,JAWA BARAT,3216,KABUPATEN BEKASI,EKSPLOITASI,0,ORANG,2018
299,32,JAWA BARAT,3216,KABUPATEN BEKASI,TRAFFICKING,0,ORANG,2018
300,32,JAWA BARAT,3216,KABUPATEN BEKASI,PENELANTARAN,0,ORANG,2018
301,32,JAWA BARAT,3216,KABUPATEN BEKASI,LAINNYA,0,ORANG,2018
302,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,FISIK,1,ORANG,2018
303,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,PSIKIS,1,ORANG,2018
304,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,SEKSUAL,0,ORANG,2018
305,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,EKSPLOITASI,0,ORANG,2018
306,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,TRAFFICKING,0,ORANG,2018
307,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,PENELANTARAN,1,ORANG,2018
308,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,LAINNYA,0,ORANG,2018
309,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,FISIK,0,ORANG,2018
310,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,PSIKIS,0,ORANG,2018
311,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,SEKSUAL,0,ORANG,2018
312,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,EKSPLOITASI,0,ORANG,2018
313,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,TRAFFICKING,0,ORANG,2018
314,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,PENELANTARAN,0,ORANG,2018
315,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,LAINNYA,0,ORANG,2018
316,32,JAWA BARAT,3271,KOTA BOGOR,FISIK,0,ORANG,2018
317,32,JAWA BARAT,3271,KOTA BOGOR,PSIKIS,0,ORANG,2018
318,32,JAWA BARAT,3271,KOTA BOGOR,SEKSUAL,4,ORANG,2018
319,32,JAWA BARAT,3271,KOTA BOGOR,EKSPLOITASI,0,ORANG,2018
320,32,JAWA BARAT,3271,KOTA BOGOR,TRAFFICKING,0,ORANG,2018
321,32,JAWA BARAT,3271,KOTA BOGOR,PENELANTARAN,2,ORANG,2018
322,32,JAWA BARAT,3271,KOTA BOGOR,LAINNYA,0,ORANG,2018
323,32,JAWA BARAT,3272,KOTA SUKABUMI,FISIK,0,ORANG,2018
324,32,JAWA BARAT,3272,KOTA SUKABUMI,PSIKIS,0,ORANG,2018
325,32,JAWA BARAT,3272,KOTA SUKABUMI,SEKSUAL,0,ORANG,2018
326,32,JAWA BARAT,3272,KOTA SUKABUMI,EKSPLOITASI,0,ORANG,2018
327,32,JAWA BARAT,3272,KOTA SUKABUMI,TRAFFICKING,0,ORANG,2018
328,32,JAWA BARAT,3272,KOTA SUKABUMI,PENELANTARAN,0,ORANG,2018
329,32,JAWA BARAT,3272,KOTA SUKABUMI,LAINNYA,0,ORANG,2018
330,32,JAWA BARAT,3273,KOTA BANDUNG,FISIK,25,ORANG,2018
331,32,JAWA BARAT,3273,KOTA BANDUNG,PSIKIS,38,ORANG,2018
332,32,JAWA BARAT,3273,KOTA BANDUNG,SEKSUAL,19,ORANG,2018
333,32,JAWA BARAT,3273,KOTA BANDUNG,EKSPLOITASI,0,ORANG,2018
334,32,JAWA BARAT,3273,KOTA BANDUNG,TRAFFICKING,1,ORANG,2018
335,32,JAWA BARAT,3273,KOTA BANDUNG,PENELANTARAN,13,ORANG,2018
336,32,JAWA BARAT,3273,KOTA BANDUNG,LAINNYA,3,ORANG,2018
337,32,JAWA BARAT,3274,KOTA CIREBON,FISIK,0,ORANG,2018
338,32,JAWA BARAT,3274,KOTA CIREBON,PSIKIS,0,ORANG,2018
339,32,JAWA BARAT,3274,KOTA CIREBON,SEKSUAL,0,ORANG,2018
340,32,JAWA BARAT,3274,KOTA CIREBON,EKSPLOITASI,0,ORANG,2018
341,32,JAWA BARAT,3274,KOTA CIREBON,TRAFFICKING,0,ORANG,2018
342,32,JAWA BARAT,3274,KOTA CIREBON,PENELANTARAN,0,ORANG,2018
343,32,JAWA BARAT,3274,KOTA CIREBON,LAINNYA,0,ORANG,2018
344,32,JAWA BARAT,3275,KOTA BEKASI,FISIK,2,ORANG,2018
345,32,JAWA BARAT,3275,KOTA BEKASI,PSIKIS,1,ORANG,2018
346,32,JAWA BARAT,3275,KOTA BEKASI,SEKSUAL,1,ORANG,2018
347,32,JAWA BARAT,3275,KOTA BEKASI,EKSPLOITASI,0,ORANG,2018
348,32,JAWA BARAT,3275,KOTA BEKASI,TRAFFICKING,0,ORANG,2018
349,32,JAWA BARAT,3275,KOTA BEKASI,PENELANTARAN,0,ORANG,2018
350,32,JAWA BARAT,3275,KOTA BEKASI,LAINNYA,0,ORANG,2018
351,32,JAWA BARAT,3276,KOTA DEPOK,FISIK,3,ORANG,2018
352,32,JAWA BARAT,3276,KOTA DEPOK,PSIKIS,2,ORANG,2018
353,32,JAWA BARAT,3276,KOTA DEPOK,SEKSUAL,3,ORANG,2018
354,32,JAWA BARAT,3276,KOTA DEPOK,EKSPLOITASI,0,ORANG,2018
355,32,JAWA BARAT,3276,KOTA DEPOK,TRAFFICKING,0,ORANG,2018
356,32,JAWA BARAT,3276,KOTA DEPOK,PENELANTARAN,0,ORANG,2018
357,32,JAWA BARAT,3276,KOTA DEPOK,LAINNYA,0,ORANG,2018
358,32,JAWA BARAT,3277,KOTA CIMAHI,FISIK,0,ORANG,2018
359,32,JAWA BARAT,3277,KOTA CIMAHI,PSIKIS,0,ORANG,2018
360,32,JAWA BARAT,3277,KOTA CIMAHI,SEKSUAL,0,ORANG,2018
361,32,JAWA BARAT,3277,KOTA CIMAHI,EKSPLOITASI,0,ORANG,2018
362,32,JAWA BARAT,3277,KOTA CIMAHI,TRAFFICKING,0,ORANG,2018
363,32,JAWA BARAT,3277,KOTA CIMAHI,PENELANTARAN,0,ORANG,2018
364,32,JAWA BARAT,3277,KOTA CIMAHI,LAINNYA,1,ORANG,2018
365,32,JAWA BARAT,3278,KOTA TASIKMALAYA,FISIK,0,ORANG,2018
366,32,JAWA BARAT,3278,KOTA TASIKMALAYA,PSIKIS,0,ORANG,2018
367,32,JAWA BARAT,3278,KOTA TASIKMALAYA,SEKSUAL,0,ORANG,2018
368,32,JAWA BARAT,3278,KOTA TASIKMALAYA,EKSPLOITASI,0,ORANG,2018
369,32,JAWA BARAT,3278,KOTA TASIKMALAYA,TRAFFICKING,0,ORANG,2018
370,32,JAWA BARAT,3278,KOTA TASIKMALAYA,PENELANTARAN,0,ORANG,2018
371,32,JAWA BARAT,3278,KOTA TASIKMALAYA,LAINNYA,0,ORANG,2018
372,32,JAWA BARAT,3279,KOTA BANJAR,FISIK,0,ORANG,2018
373,32,JAWA BARAT,3279,KOTA BANJAR,PSIKIS,0,ORANG,2018
374,32,JAWA BARAT,3279,KOTA BANJAR,SEKSUAL,0,ORANG,2018
375,32,JAWA BARAT,3279,KOTA BANJAR,EKSPLOITASI,0,ORANG,2018
376,32,JAWA BARAT,3279,KOTA BANJAR,TRAFFICKING,0,ORANG,2018
377,32,JAWA BARAT,3279,KOTA BANJAR,PENELANTARAN,0,ORANG,2018
378,32,JAWA BARAT,3279,KOTA BANJAR,LAINNYA,0,ORANG,2018
379,32,JAWA BARAT,3201,KABUPATEN BOGOR,FISIK,8,ORANG,2019
380,32,JAWA BARAT,3201,KABUPATEN BOGOR,PSIKIS,4,ORANG,2019
381,32,JAWA BARAT,3201,KABUPATEN BOGOR,SEKSUAL,1,ORANG,2019
382,32,JAWA BARAT,3201,KABUPATEN BOGOR,EKSPLOITASI,0,ORANG,2019
383,32,JAWA BARAT,3201,KABUPATEN BOGOR,TRAFFICKING,2,ORANG,2019
384,32,JAWA BARAT,3201,KABUPATEN BOGOR,PENELANTARAN,1,ORANG,2019
385,32,JAWA BARAT,3201,KABUPATEN BOGOR,LAINNYA,3,ORANG,2019
386,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,FISIK,18,ORANG,2019
387,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,PSIKIS,2,ORANG,2019
388,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,SEKSUAL,64,ORANG,2019
389,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,EKSPLOITASI,0,ORANG,2019
390,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,TRAFFICKING,27,ORANG,2019
391,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,PENELANTARAN,1,ORANG,2019
392,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,LAINNYA,7,ORANG,2019
393,32,JAWA BARAT,3203,KABUPATEN CIANJUR,FISIK,0,ORANG,2019
394,32,JAWA BARAT,3203,KABUPATEN CIANJUR,PSIKIS,0,ORANG,2019
395,32,JAWA BARAT,3203,KABUPATEN CIANJUR,SEKSUAL,3,ORANG,2019
396,32,JAWA BARAT,3203,KABUPATEN CIANJUR,EKSPLOITASI,0,ORANG,2019
397,32,JAWA BARAT,3203,KABUPATEN CIANJUR,TRAFFICKING,0,ORANG,2019
398,32,JAWA BARAT,3203,KABUPATEN CIANJUR,PENELANTARAN,0,ORANG,2019
399,32,JAWA BARAT,3203,KABUPATEN CIANJUR,LAINNYA,0,ORANG,2019
400,32,JAWA BARAT,3204,KABUPATEN BANDUNG,FISIK,12,ORANG,2019
401,32,JAWA BARAT,3204,KABUPATEN BANDUNG,PSIKIS,13,ORANG,2019
402,32,JAWA BARAT,3204,KABUPATEN BANDUNG,SEKSUAL,29,ORANG,2019
403,32,JAWA BARAT,3204,KABUPATEN BANDUNG,EKSPLOITASI,1,ORANG,2019
404,32,JAWA BARAT,3204,KABUPATEN BANDUNG,TRAFFICKING,4,ORANG,2019
405,32,JAWA BARAT,3204,KABUPATEN BANDUNG,PENELANTARAN,5,ORANG,2019
406,32,JAWA BARAT,3204,KABUPATEN BANDUNG,LAINNYA,11,ORANG,2019
407,32,JAWA BARAT,3205,KABUPATEN GARUT,FISIK,6,ORANG,2019
408,32,JAWA BARAT,3205,KABUPATEN GARUT,PSIKIS,5,ORANG,2019
409,32,JAWA BARAT,3205,KABUPATEN GARUT,SEKSUAL,3,ORANG,2019
410,32,JAWA BARAT,3205,KABUPATEN GARUT,EKSPLOITASI,0,ORANG,2019
411,32,JAWA BARAT,3205,KABUPATEN GARUT,TRAFFICKING,1,ORANG,2019
412,32,JAWA BARAT,3205,KABUPATEN GARUT,PENELANTARAN,0,ORANG,2019
413,32,JAWA BARAT,3205,KABUPATEN GARUT,LAINNYA,1,ORANG,2019
414,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,FISIK,0,ORANG,2019
415,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,PSIKIS,0,ORANG,2019
416,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,SEKSUAL,2,ORANG,2019
417,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,EKSPLOITASI,0,ORANG,2019
418,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,TRAFFICKING,0,ORANG,2019
419,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,PENELANTARAN,0,ORANG,2019
420,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,LAINNYA,0,ORANG,2019
421,32,JAWA BARAT,3207,KABUPATEN CIAMIS,FISIK,1,ORANG,2019
422,32,JAWA BARAT,3207,KABUPATEN CIAMIS,PSIKIS,0,ORANG,2019
423,32,JAWA BARAT,3207,KABUPATEN CIAMIS,SEKSUAL,0,ORANG,2019
424,32,JAWA BARAT,3207,KABUPATEN CIAMIS,EKSPLOITASI,1,ORANG,2019
425,32,JAWA BARAT,3207,KABUPATEN CIAMIS,TRAFFICKING,0,ORANG,2019
426,32,JAWA BARAT,3207,KABUPATEN CIAMIS,PENELANTARAN,0,ORANG,2019
427,32,JAWA BARAT,3207,KABUPATEN CIAMIS,LAINNYA,0,ORANG,2019
428,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,FISIK,1,ORANG,2019
429,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,PSIKIS,1,ORANG,2019
430,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,SEKSUAL,0,ORANG,2019
431,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,EKSPLOITASI,0,ORANG,2019
432,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,TRAFFICKING,0,ORANG,2019
433,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,PENELANTARAN,0,ORANG,2019
434,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,LAINNYA,0,ORANG,2019
435,32,JAWA BARAT,3209,KABUPATEN CIREBON,FISIK,27,ORANG,2019
436,32,JAWA BARAT,3209,KABUPATEN CIREBON,PSIKIS,17,ORANG,2019
437,32,JAWA BARAT,3209,KABUPATEN CIREBON,SEKSUAL,18,ORANG,2019
438,32,JAWA BARAT,3209,KABUPATEN CIREBON,EKSPLOITASI,1,ORANG,2019
439,32,JAWA BARAT,3209,KABUPATEN CIREBON,TRAFFICKING,0,ORANG,2019
440,32,JAWA BARAT,3209,KABUPATEN CIREBON,PENELANTARAN,1,ORANG,2019
441,32,JAWA BARAT,3209,KABUPATEN CIREBON,LAINNYA,4,ORANG,2019
442,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,FISIK,1,ORANG,2019
443,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,PSIKIS,0,ORANG,2019
444,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,SEKSUAL,10,ORANG,2019
445,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,EKSPLOITASI,0,ORANG,2019
446,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,TRAFFICKING,0,ORANG,2019
447,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,PENELANTARAN,0,ORANG,2019
448,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,LAINNYA,0,ORANG,2019
449,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,FISIK,13,ORANG,2019
450,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,PSIKIS,0,ORANG,2019
451,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,SEKSUAL,2,ORANG,2019
452,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,EKSPLOITASI,0,ORANG,2019
453,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,TRAFFICKING,0,ORANG,2019
454,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,PENELANTARAN,0,ORANG,2019
455,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,LAINNYA,0,ORANG,2019
456,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,FISIK,0,ORANG,2019
457,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,PSIKIS,0,ORANG,2019
458,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,SEKSUAL,16,ORANG,2019
459,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,EKSPLOITASI,0,ORANG,2019
460,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,TRAFFICKING,1,ORANG,2019
461,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,PENELANTARAN,1,ORANG,2019
462,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,LAINNYA,3,ORANG,2019
463,32,JAWA BARAT,3213,KABUPATEN SUBANG,FISIK,5,ORANG,2019
464,32,JAWA BARAT,3213,KABUPATEN SUBANG,PSIKIS,0,ORANG,2019
465,32,JAWA BARAT,3213,KABUPATEN SUBANG,SEKSUAL,8,ORANG,2019
466,32,JAWA BARAT,3213,KABUPATEN SUBANG,EKSPLOITASI,0,ORANG,2019
467,32,JAWA BARAT,3213,KABUPATEN SUBANG,TRAFFICKING,2,ORANG,2019
468,32,JAWA BARAT,3213,KABUPATEN SUBANG,PENELANTARAN,1,ORANG,2019
469,32,JAWA BARAT,3213,KABUPATEN SUBANG,LAINNYA,0,ORANG,2019
470,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,FISIK,15,ORANG,2019
471,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,PSIKIS,0,ORANG,2019
472,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,SEKSUAL,12,ORANG,2019
473,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,EKSPLOITASI,0,ORANG,2019
474,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,TRAFFICKING,0,ORANG,2019
475,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,PENELANTARAN,0,ORANG,2019
476,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,LAINNYA,0,ORANG,2019
477,32,JAWA BARAT,3215,KABUPATEN KARAWANG,FISIK,1,ORANG,2019
478,32,JAWA BARAT,3215,KABUPATEN KARAWANG,PSIKIS,1,ORANG,2019
479,32,JAWA BARAT,3215,KABUPATEN KARAWANG,SEKSUAL,0,ORANG,2019
480,32,JAWA BARAT,3215,KABUPATEN KARAWANG,EKSPLOITASI,0,ORANG,2019
481,32,JAWA BARAT,3215,KABUPATEN KARAWANG,TRAFFICKING,0,ORANG,2019
482,32,JAWA BARAT,3215,KABUPATEN KARAWANG,PENELANTARAN,0,ORANG,2019
483,32,JAWA BARAT,3215,KABUPATEN KARAWANG,LAINNYA,0,ORANG,2019
484,32,JAWA BARAT,3216,KABUPATEN BEKASI,FISIK,4,ORANG,2019
485,32,JAWA BARAT,3216,KABUPATEN BEKASI,PSIKIS,6,ORANG,2019
486,32,JAWA BARAT,3216,KABUPATEN BEKASI,SEKSUAL,1,ORANG,2019
487,32,JAWA BARAT,3216,KABUPATEN BEKASI,EKSPLOITASI,0,ORANG,2019
488,32,JAWA BARAT,3216,KABUPATEN BEKASI,TRAFFICKING,0,ORANG,2019
489,32,JAWA BARAT,3216,KABUPATEN BEKASI,PENELANTARAN,1,ORANG,2019
490,32,JAWA BARAT,3216,KABUPATEN BEKASI,LAINNYA,0,ORANG,2019
491,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,FISIK,10,ORANG,2019
492,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,PSIKIS,9,ORANG,2019
493,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,SEKSUAL,8,ORANG,2019
494,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,EKSPLOITASI,0,ORANG,2019
495,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,TRAFFICKING,0,ORANG,2019
496,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,PENELANTARAN,2,ORANG,2019
497,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,LAINNYA,1,ORANG,2019
498,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,FISIK,0,ORANG,2019
499,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,PSIKIS,2,ORANG,2019
500,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,SEKSUAL,3,ORANG,2019
501,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,EKSPLOITASI,0,ORANG,2019
502,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,TRAFFICKING,0,ORANG,2019
